"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Sector Name","Sector Code","Counterpart Sector Name","Counterpart Sector Code","Counterpart Country Name","Counterpart Country Code","Metadata Attribute","Metadata Value","Frequency"
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country SDMX Code","MR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country SDMX Name","Mauritania",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritania, Islamic Rep. of","682","Counterpart Country Short Name","Mauritania",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country Code","684",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country Full Name","Mauritius",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country ISO 2 Code","MU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country ISO 3 Code","MUS",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country Name","Mauritius",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country SDMX Code","MU",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country SDMX Name","Mauritius",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mauritius","684","Counterpart Country Short Name","Mauritius",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country Code","920",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country Full Name","Mayotte",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country ISO 2 Code","YT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country ISO 3 Code","MYT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country Name","Mayotte",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country SDMX Code","YT",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country SDMX Name","Mayotte",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mayotte","920","Counterpart Country Short Name","Mayotte",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country Code","273",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country Full Name","Mexico",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country ISO 2 Code","MX",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country ISO 3 Code","MEX",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country Name","Mexico",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country SDMX Code","MX",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country SDMX Name","Mexico",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mexico","273","Counterpart Country Short Name","Mexico",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country Code","868",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country Full Name","Micronesia, Federated States of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country ISO 2 Code","FM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country ISO 3 Code","FSM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country Name","Micronesia, Federated States of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country SDMX Code","FM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country SDMX Name","Micronesia, Federated States of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Micronesia, Federated States of","868","Counterpart Country Short Name","Micronesia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country Code","921",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country Full Name","Moldova, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country ISO 2 Code","MD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country ISO 3 Code","MDA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country Name","Moldova, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country SDMX Code","MD",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country SDMX Name","Moldova, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Moldova, Rep. of","921","Counterpart Country Short Name","Moldova",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country Code","183",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country Full Name","Monaco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country ISO 2 Code","MC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country ISO 3 Code","MCO",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country Name","Monaco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country SDMX Code","MC",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country SDMX Name","Monaco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Monaco","183","Counterpart Country Short Name","Monaco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country Code","948",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country Full Name","Mongolia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country ISO 2 Code","MN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country ISO 3 Code","MNG",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country Name","Mongolia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country SDMX Code","MN",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country SDMX Name","Mongolia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mongolia","948","Counterpart Country Short Name","Mongolia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country Code","943",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country Full Name","Montenegro",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country ISO 2 Code","ME",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country ISO 3 Code","MNE",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country Name","Montenegro",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country SDMX Code","ME",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country SDMX Name","Montenegro",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montenegro","943","Counterpart Country Short Name","Montenegro",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country Code","351",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country Full Name","Montserrat, United Kingdom-British Overseas Territory",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country ISO 2 Code","MS",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country ISO 3 Code","MSR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country Name","Montserrat",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country SDMX Code","MS",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country SDMX Name","Montserrat",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Montserrat","351","Counterpart Country Short Name","Montserrat",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country Code","686",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country Full Name","Morocco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country ISO 2 Code","MA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country ISO 3 Code","MAR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country Name","Morocco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country SDMX Code","MA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country SDMX Name","Morocco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Morocco","686","Counterpart Country Short Name","Morocco",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country Code","688",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country Full Name","Mozambique, Republic of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country ISO 2 Code","MZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country ISO 3 Code","MOZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country Name","Mozambique, Rep. of",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country SDMX Code","MZ",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country SDMX Name","Mozambique",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Mozambique, Rep. of","688","Counterpart Country Short Name","Mozambique",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country Code","518",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country Full Name","Myanmar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country ISO 2 Code","MM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country ISO 3 Code","MMR",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country Name","Myanmar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country SDMX Code","MM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country SDMX Name","Myanmar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Myanmar","518","Counterpart Country Short Name","Myanmar",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country Code","728",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country Full Name","Namibia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country ISO 2 Code","NA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country ISO 3 Code","NAM",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country Name","Namibia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country SDMX Code","NA",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country SDMX Name","Namibia",""
"Coordinated Portfolio Investment Survey (CPIS)","CPIS","","","","","","","","","Namibia","728","Counterpart Country Short Name","Namibia",""
